,emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
664,quality team leader,8.0,MI,MORTGAGE,95000.0,Source Verified,5.85,,,,0,27.0,1997,3,18,9,107363,15565,0,0,54.0,0,100,2,5,1.0,9,0.0,0,4,32200,7,6,4,3,88.9,0,0,debt_consolidation,individual,14000,60,10.9,303.7,B,B4,Mar-2018,Current,whole,Cash,13465.57,932.29,534.43,397.86,0.0
670,teacher,10.0,TX,RENT,54000.0,Source Verified,18.2,,,,0,78.0,2000,9,37,10,109675,81948,0,1,78.0,0,0,2,8,1.0,10,0.0,0,4,20900,14,8,7,0,94.4,0,1,debt_consolidation,individual,12000,36,9.44,384.06,B,B1,Jan-2018,Current,whole,Cash,10528.73,1914.01,1471.27,442.74,0.0
672,client service manager,4.0,WI,MORTGAGE,52000.0,Source Verified,10.96,,,,0,30.0,2002,3,17,9,22813,11246,0,0,30.0,0,1492,1,3,10.0,9,0.0,0,2,5100,10,8,3,0,88.2,0,0,credit_card,individual,24000,36,10.42,779.16,B,B3,Jan-2018,Current,whole,Cash,21096.21,3923.59,2903.79,1019.8,0.0
676,accountant,10.0,VA,MORTGAGE,185000.0,Not Verified,12.56,,,,0,25.0,1974,1,57,28,556875,35459,0,0,54.0,0,0,1,17,9.0,28,0.0,0,4,10900,55,26,25,1,64.7,0,0,debt_consolidation,individual,20000,36,11.98,664.1,B,B5,Feb-2018,Current,whole,Cash,18592.74,1978.99,1407.26,571.73,0.0
682,dispatcher ,3.0,IN,MORTGAGE,90000.0,Source Verified,8.47,,,,0,52.0,2001,5,18,12,191864,21920,0,0,52.0,0,2817,2,5,0.0,12,0.0,0,7,22900,11,9,7,1,82.4,0,0,debt_consolidation,individual,2500,36,10.9,81.73,B,B4,Mar-2018,Current,whole,Cash,2321.32,243.68,178.68,65.0,0.0
705,receptionist,10.0,CA,RENT,80000.0,Not Verified,11.3,,,,0,28.0,2007,4,20,12,52623,34794,0,0,,0,3000,2,12,8.0,12,0.0,0,4,10300,16,10,6,0,95.0,0,0,credit_card,individual,10000,36,7.34,310.33,A,A4,Mar-2018,Current,fractional,Cash,9247.93,907.03,752.07,154.96,0.0
727,senior auditor,0.0,AZ,OWN,106000.0,Source Verified,18.36,,,,0,61.0,2006,0,36,26,494221,96393,0,0,61.0,0,0,16,3,15.0,26,0.0,0,4,51700,11,8,4,2,97.2,0,0,debt_consolidation,individual,24000,60,10.42,514.91,B,B3,Feb-2018,Current,whole,Cash,22757.9,2031.85,1242.1,789.75,0.0
739,production manager,10.0,MO,MORTGAGE,62000.0,Source Verified,2.38,,,,0,39.0,2006,0,23,5,172667,5660,0,0,,0,108,0,2,,5,0.0,0,2,13100,13,3,2,6,87.0,0,0,credit_card,individual,8000,36,6.07,243.63,A,A2,Mar-2018,Current,whole,DirectPay,7592.65,484.56,407.35,77.21,0.0
749,mechanical sustaining engineer,2.0,MA,RENT,72000.0,Not Verified,13.89,,,,0,42.0,2012,1,22,15,141141,58683,0,0,,0,0,6,11,3.0,15,0.0,0,6,70100,12,8,7,0,95.2,0,0,major_purchase,individual,5400,36,6.08,164.48,A,A2,Jan-2018,Current,whole,Cash,4847.34,656.1,552.66,103.44,0.0
759,operations manager,4.0,WA,RENT,95000.0,Not Verified,8.12,,,,0,76.0,2001,0,16,9,39732,20021,0,1,76.0,0,1319,1,5,22.0,9,0.0,0,2,7500,10,8,7,1,87.5,0,1,credit_card,individual,8000,36,11.98,265.64,B,B5,Feb-2018,Current,whole,Cash,7245.7,1067.14,754.3,312.84,0.0
778,owner,2.0,LA,RENT,350000.0,Source Verified,7.64,,,,0,26.0,1990,1,27,12,180643,157338,0,1,,0,0,4,1,4.0,12,0.0,0,5,85900,15,8,5,2,92.6,1,0,credit_card,individual,40000,36,5.31,1204.42,A,A1,Mar-2018,Current,whole,DirectPay,36904.08,3601.46,3095.92,505.54,0.0
780,cna,10.0,CO,RENT,28000.0,Source Verified,7.16,,,,0,82.0,2002,1,12,6,26500,3774,0,0,,0,0,1,3,8.0,6,0.0,0,4,18500,6,5,4,1,91.7,0,0,other,individual,3600,36,6.08,109.65,A,A2,Jan-2018,Current,whole,Cash,3138.3,547.03,461.7,85.33,0.0
783,nanny,0.0,IL,MORTGAGE,50000.0,Not Verified,14.11,,,,0,66.0,2000,0,18,15,319600,14854,0,0,,0,0,1,5,13.0,15,0.0,0,5,35100,15,13,5,1,83.3,0,0,debt_consolidation,individual,8000,36,6.72,246.0,A,A3,Feb-2018,Current,fractional,Cash,7188.41,981.01,811.59,169.42,0.0
797,driver,0.0,AZ,RENT,64000.0,Source Verified,1.03,,,,0,47.0,1981,0,15,6,9000,914,0,0,47.0,0,0,0,1,,6,0.0,0,1,3000,14,6,2,1,86.7,0,0,other,individual,23000,36,6.72,707.24,A,A3,Feb-2018,Fully Paid,whole,Cash,0.0,23034.343333333,23000.0,34.34,0.0
813,senior writer,4.0,TX,OWN,73400.0,Source Verified,12.13,,,,0,45.0,2003,1,20,10,110188,28943,0,0,,0,0,1,7,8.0,10,0.0,0,1,24900,13,8,2,3,95.0,0,0,car,individual,6000,36,6.08,182.75,A,A2,Jan-2018,Current,fractional,Cash,5230.49,909.7,769.51,140.19,0.0
816,lpn,10.0,MS,MORTGAGE,45000.0,Source Verified,16.19,98000.0,Not Verified,19.6,0,68.0,1995,0,32,8,132129,20931,0,0,,0,0,1,2,,8,0.0,0,2,25700,21,6,3,3,96.9,0,0,debt_consolidation,joint,19200,60,9.44,402.68,B,B1,Jan-2018,Current,whole,Cash,17921.85,2003.33,1278.15,725.18,0.0
817,analyst,10.0,VA,RENT,83000.0,Not Verified,16.11,,,,0,26.0,1999,1,26,13,66837,69973,0,0,,0,0,2,1,3.0,12,,0,7,11715,20,10,11,0,92.0,0,0,debt_consolidation,individual,3000,36,10.42,97.4,B,B3,Jan-2018,Current,whole,Cash,2637.0,485.26,363.0,122.26,0.0
825,vp interior design ,10.0,NV,MORTGAGE,160000.0,Source Verified,17.63,,,,0,55.0,1985,2,38,15,440467,92416,0,0,55.0,0,0,2,7,1.0,15,0.0,0,2,58100,23,12,4,5,94.6,0,0,credit_card,individual,36000,60,9.43,754.84,B,B1,Mar-2018,Current,whole,Cash,35052.41,1490.82,947.59,543.23,0.0
831,director,9.0,PA,RENT,55000.0,Not Verified,13.11,,,,0,66.0,2001,7,8,4,62657,37433,0,0,,0,0,2,1,11.0,4,0.0,0,2,23700,4,2,2,0,87.5,0,0,credit_card,individual,8000,36,6.08,243.67,A,A2,Jan-2018,Current,whole,Cash,6973.97,1215.65,1026.03,189.62,0.0
832,teacher ,4.0,NY,RENT,67000.0,Not Verified,17.39,,,,0,26.0,2004,2,31,15,79982,72589,0,0,,0,0,9,1,10.0,15,0.0,0,1,4700,10,5,4,0,96.3,0,0,debt_consolidation,individual,16800,36,10.91,549.3,B,B4,Jan-2018,Current,whole,Cash,14780.82,2736.32,2019.18,717.14,0.0
837,sales chat banker,3.0,ID,MORTGAGE,50000.0,Source Verified,18.63,,,,0,82.0,2005,5,19,10,43400,24867,0,0,82.0,0,0,2,10,2.0,10,0.0,0,4,25100,13,8,5,1,84.2,0,0,credit_card,individual,12000,36,11.99,398.52,B,B5,Jan-2018,Current,whole,Cash,10578.78,1972.62,1421.22,551.4,0.0
846,community outreach & development manager,6.0,NJ,RENT,88000.0,Source Verified,10.88,,,,0,26.0,2004,0,16,9,71881,56096,0,0,38.0,0,0,6,1,23.0,9,0.0,0,2,3000,4,3,2,1,68.8,0,0,other,individual,6000,36,10.41,194.77,B,B3,Mar-2018,Current,fractional,Cash,5713.32,386.07,286.68,99.39,0.0
849,financial analyst,3.0,OH,RENT,70000.0,Source Verified,10.78,,,,0,27.0,2006,1,29,11,45015,14358,0,0,58.0,0,0,8,1,9.0,11,0.0,0,1,13800,5,3,1,0,62.1,0,0,debt_consolidation,individual,6000,36,6.07,182.73,A,A2,Mar-2018,Current,whole,Cash,5540.54,544.14,459.46,84.68,0.0
852,dental assistant ,7.0,WA,MORTGAGE,40000.0,Source Verified,2.91,,,,0,42.0,2009,0,29,10,313008,3412,0,0,,0,0,0,3,16.0,10,0.0,0,2,16700,25,9,3,1,93.1,0,0,credit_card,individual,5000,36,5.31,150.56,A,A1,Mar-2018,Current,whole,DirectPay,4742.56,299.64,257.44,42.2,0.0
855,clinical care manager,2.0,LA,MORTGAGE,54500.0,Source Verified,8.7,,,,0,28.0,1996,2,24,17,236382,112441,1,0,28.0,0,0,1,13,0.0,17,0.0,0,8,37800,16,15,9,1,75.0,0,0,credit_card,individual,22000,36,9.43,704.01,B,B1,Mar-2018,Current,fractional,DirectPay,20933.57,1396.49,1066.43,330.06,0.0
868,district manager ,10.0,IL,RENT,140000.0,Source Verified,5.3,,,,0,49.0,2007,0,10,5,51179,25968,0,0,,0,2033,1,2,14.0,5,0.0,0,3,16000,6,4,3,0,100.0,0,0,other,individual,20000,36,9.93,644.69,B,B2,Jan-2018,Current,whole,Cash,17007.6,3684.37,2992.4,691.97,0.0
869,carpenter,10.0,CA,MORTGAGE,100000.0,Source Verified,6.18,,,,0,60.0,2005,2,20,7,397221,32720,0,0,60.0,0,0,1,2,1.0,7,0.0,0,0,5000,14,5,0,3,100.0,0,0,other,individual,24000,60,10.9,520.63,B,B4,Mar-2018,Current,whole,Cash,23083.84,1547.36,916.16,631.2,0.0
874,owner ,2.0,MI,OWN,70000.0,Source Verified,0.0,,,,0,37.0,2006,0,12,5,19400,0,0,0,,0,0,0,4,17.0,5,0.0,0,0,19100,12,5,0,0,75.0,0,0,small_business,individual,29600,36,7.97,927.15,A,A5,Feb-2018,Current,whole,Cash,26648.53,3695.49,2951.47,744.02,0.0
875,sergeant,4.0,NH,OWN,35000.0,Not Verified,11.73,,,,0,55.0,2013,0,7,5,24110,17570,0,0,55.0,0,0,1,4,,5,0.0,0,0,0,4,4,2,0,85.7,0,0,credit_card,individual,6100,36,11.98,202.55,B,B5,Mar-2018,Current,whole,Cash,5815.28,403.07,284.72,118.35,0.0
880,sr operations manager,10.0,TX,MORTGAGE,80000.0,Source Verified,17.53,,,,0,44.0,1992,0,14,9,228305,34744,0,0,44.0,0,0,1,2,,9,0.0,0,5,20000,9,7,6,1,85.7,0,0,credit_card,individual,8000,36,7.96,250.55,A,A5,Mar-2018,Current,whole,Cash,7403.61,748.11,596.39,151.72,0.0
893,call center manager,9.0,IL,OWN,39000.0,Source Verified,16.03,,,,0,47.0,1999,5,37,17,202591,81781,0,0,,0,0,2,8,0.0,17,0.0,0,2,16800,19,14,4,2,97.3,0,0,credit_card,individual,11200,36,10.9,366.15,B,B4,Mar-2018,Current,fractional,Cash,10668.76,718.74,531.24,187.5,0.0
898,project manager ,10.0,NJ,OWN,90000.0,Source Verified,12.07,126600.0,Not Verified,12.18,0,66.0,2001,3,37,14,311437,54288,0,0,66.0,0,0,2,5,7.0,14,0.0,0,1,35500,24,11,2,4,97.3,0,0,debt_consolidation,joint,17600,60,10.9,381.79,B,B4,Mar-2018,Current,whole,Cash,17103.55,792.26,496.45,295.81,0.0
905,owner principle broker ,10.0,OR,MORTGAGE,132323.0,Source Verified,0.0,,,,0,99.0,2003,0,23,6,454600,0,0,0,99.0,0,0,0,5,13.0,6,0.0,0,0,800,19,4,0,4,81.8,0,0,other,individual,10000,60,10.9,216.93,B,B4,Mar-2018,Current,whole,Cash,9746.66,427.8,253.34,174.46,0.0
908,quota analyst ,10.0,IL,RENT,49000.0,Source Verified,16.79,,,,0,26.0,2007,7,12,7,40843,31908,0,0,,0,0,1,7,9.0,7,0.0,0,4,11400,6,6,5,0,100.0,0,0,credit_card,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,whole,Cash,9280.21,968.05,719.79,248.26,0.0
912,manager,2.0,AZ,RENT,30000.0,Not Verified,14.32,,,,0,56.0,2012,3,7,4,25687,10351,0,0,,0,1196,1,2,1.0,4,0.0,0,2,13800,4,3,2,0,85.7,0,0,debt_consolidation,individual,5000,36,10.91,163.49,B,B4,Jan-2018,Current,whole,Cash,4521.4,650.93,478.6,172.33,0.0
916,vice president emergency services ,4.0,AR,MORTGAGE,106000.0,Not Verified,18.67,,,,0,52.0,1998,3,52,23,344324,109982,0,0,52.0,0,10266,2,10,3.0,23,0.0,0,3,24300,36,20,8,5,92.3,0,0,home_improvement,individual,5500,36,10.9,179.81,B,B4,Mar-2018,Current,whole,Cash,5106.9,536.1,393.1,143.0,0.0
922,assistant manager,0.0,NC,RENT,54000.0,Source Verified,11.11,,,,0,67.0,2009,5,12,7,27224,16500,0,0,67.0,0,0,1,6,3.0,7,0.0,0,4,7800,6,6,4,0,83.3,0,0,debt_consolidation,individual,2000,36,6.72,61.5,A,A3,Jan-2018,Current,whole,DirectPay,1509.42,546.27,490.58,55.69,0.0
928,driver/operator,10.0,VA,RENT,61000.0,Not Verified,14.7,,,,0,80.0,2003,0,18,10,47642,21256,0,0,80.0,0,0,3,6,22.0,10,0.0,0,4,13000,11,7,4,0,100.0,0,0,debt_consolidation,individual,1000,36,6.72,30.75,A,A3,Jan-2018,Current,fractional,Cash,872.83,153.38,127.17,26.21,0.0
929,sr project manager,5.0,MN,MORTGAGE,75000.0,Not Verified,1.89,,,,0,39.0,2001,0,20,5,188550,3751,0,0,,0,0,0,1,21.0,5,0.0,0,1,26500,15,4,1,2,95.0,0,0,debt_consolidation,individual,3500,36,7.96,109.62,A,A5,Feb-2018,Current,whole,Cash,1397.3,2172.38,2102.7,69.68,0.0
934,runner,2.0,HI,RENT,42585.6,Verified,7.07,,,,0,39.0,2000,2,14,2,5000,3415,0,0,,0,0,0,1,1.0,2,0.0,0,2,5000,12,2,2,0,85.7,0,0,credit_card,individual,12000,36,9.93,386.82,B,B2,Jan-2018,Current,whole,Cash,4470.4,7920.86,7529.6,391.26,0.0
958,rn,10.0,MA,MORTGAGE,108000.0,Not Verified,18.4,140000.0,Not Verified,15.42,0,33.0,1996,1,19,13,337041,38289,0,0,33.0,0,0,4,7,4.0,13,0.0,0,5,31100,11,8,7,1,94.4,0,0,debt_consolidation,joint,25800,60,9.93,547.29,B,B2,Feb-2018,Current,whole,Cash,24448.15,2217.08,1351.85,865.23,0.0
970,facility administrator,4.0,CA,RENT,120000.0,Not Verified,1.06,,,,0,45.0,2005,7,17,11,44600,3096,0,0,,0,0,0,3,1.0,11,0.0,0,5,38100,17,11,5,0,94.1,0,0,credit_card,individual,32000,36,6.72,983.98,A,A3,Jan-2018,Current,whole,Cash,27930.78,4907.95,4069.22,838.73,0.0
972,general manager,1.0,FL,RENT,300000.0,Not Verified,8.68,,,,0,57.0,1987,2,45,17,1016281,51220,0,0,113.0,0,0,1,10,10.0,17,0.0,0,4,22800,19,11,9,6,95.6,0,0,debt_consolidation,individual,20000,36,6.71,614.9,A,A3,Feb-2018,Current,whole,Cash,17312.15,3070.77,2687.85,382.92,0.0
976,tax director,6.0,MA,RENT,205000.0,Source Verified,8.14,,,,0,46.0,2000,3,22,9,164382,138544,0,0,46.0,0,0,2,4,6.0,9,0.0,0,5,65400,10,7,5,0,100.0,0,0,credit_card,individual,30000,36,7.34,930.99,A,A4,Mar-2018,Current,whole,Cash,28500.44,1849.75,1499.56,350.19,0.0
987,edi specialist,0.0,NJ,OWN,53000.0,Verified,12.05,,,,0,25.0,2006,6,9,6,228282,13082,0,0,,0,0,1,5,8.0,6,0.0,0,1,3500,6,4,3,1,77.8,0,0,home_improvement,individual,15000,36,10.41,486.91,B,B3,Mar-2018,Current,whole,Cash,13920.33,1452.05,1079.67,372.38,0.0
992,community bank president,3.0,CO,MORTGAGE,142500.0,Source Verified,10.26,,,,0,52.0,2002,0,39,12,416708,80187,0,1,52.0,0,0,2,5,,12,0.0,0,4,32100,19,9,6,1,97.2,0,1,debt_consolidation,individual,40000,60,9.93,848.51,B,B2,Feb-2018,Current,whole,Cash,37904.12,3371.97,2095.88,1276.09,0.0
994,owner,4.0,CA,RENT,60000.0,Not Verified,13.3,,,,0,54.0,2002,0,21,10,51600,17498,0,1,,0,0,3,3,,10,0.0,0,2,23000,12,7,2,0,95.2,0,1,credit_card,individual,12000,36,6.71,368.94,A,A3,Mar-2018,Current,fractional,Cash,11089.41,1102.35,910.59,191.76,0.0
995,hot end fiberizer,10.0,GA,RENT,90000.0,Not Verified,8.95,,,,0,58.0,2006,0,23,6,38365,23410,0,0,76.0,0,597,1,7,17.0,6,0.0,0,5,14400,8,5,5,0,91.3,0,0,debt_consolidation,individual,10000,36,9.44,320.05,B,B1,Jan-2018,Current,fractional,Cash,8519.29,1845.01,1480.71,364.3,0.0
1021,process sample lab tech,10.0,AL,MORTGAGE,50000.0,Source Verified,10.54,,,,0,51.0,2001,0,17,4,198113,24497,0,0,,0,0,1,2,,4,0.0,0,0,0,6,2,1,2,82.4,0,0,other,individual,6000,36,7.97,187.94,A,A5,Jan-2018,Current,whole,Cash,5249.65,937.04,750.35,186.69,0.0
1026,insurance consultant agent,10.0,MS,MORTGAGE,113000.0,Not Verified,14.9,,,,0,76.0,1986,0,47,13,307050,48873,0,0,,0,0,3,2,17.0,13,0.0,0,4,69200,16,9,5,3,97.8,0,0,debt_consolidation,individual,10000,36,5.32,301.15,A,A1,Feb-2018,Current,fractional,Cash,8965.88,1201.64,1034.12,167.52,0.0
1034,assembler,5.0,NY,RENT,50000.0,Not Verified,16.06,,,,0,51.0,2006,2,21,9,64556,36161,0,0,79.0,0,0,4,7,1.0,9,0.0,0,1,12500,5,5,1,0,81.0,0,0,credit_card,individual,2000,36,7.97,62.65,A,A5,Feb-2018,Current,whole,Cash,1800.56,248.83,199.44,49.39,0.0
1052,field service/customer service tech,7.0,PA,MORTGAGE,55000.0,Source Verified,17.0,,,,0,74.0,2000,0,22,9,163910,19635,0,0,,0,0,1,1,,9,0.0,0,5,21900,8,7,6,4,95.5,0,0,debt_consolidation,individual,24000,60,10.42,514.91,B,B3,Feb-2018,Current,whole,Cash,23072.45,1592.57,927.55,665.02,0.0
1057,superintendent ,5.0,GA,OWN,160000.0,Not Verified,11.37,,,,0,63.0,2009,0,21,11,231700,70345,0,0,69.0,0,431,2,10,,11,0.0,0,0,12600,11,8,2,1,90.5,0,0,house,individual,10000,36,11.98,332.05,B,B5,Feb-2018,Current,whole,Cash,9057.13,1321.54,942.87,378.67,0.0
1070,client advisor,10.0,IL,MORTGAGE,150000.0,Not Verified,16.54,,,,0,43.0,2002,1,19,10,499711,89584,0,0,58.0,0,0,5,7,12.0,10,0.0,0,3,22500,6,3,3,3,57.9,0,0,credit_card,individual,13000,36,9.92,418.99,B,B2,Mar-2018,Current,fractional,Cash,12374.37,880.98,625.63,255.35,0.0
1086,counselor,3.0,CA,OWN,35000.0,Source Verified,14.81,,,,0,44.0,1999,5,8,4,28395,20919,0,0,,0,219,1,2,0.0,4,0.0,0,2,3000,5,3,3,0,87.5,0,0,debt_consolidation,individual,8000,36,10.91,261.57,B,B4,Feb-2018,Current,whole,Cash,7234.29,1034.16,765.71,268.45,0.0
1088,colonel ,10.0,TX,MORTGAGE,156000.0,Source Verified,18.05,,,,0,80.0,1999,4,31,10,891849,78106,0,0,,0,0,3,3,3.0,10,0.0,0,3,79000,18,5,3,4,96.7,0,0,home_improvement,individual,36000,36,5.32,1084.14,A,A1,Jan-2018,Current,whole,Cash,30322.17,6436.66,5677.83,758.83,0.0
1089,trainer,2.0,SC,MORTGAGE,147000.0,Source Verified,18.34,,,,0,25.0,1996,2,57,20,550971,98456,0,0,40.0,0,0,2,8,10.0,20,0.0,0,5,22800,38,17,10,3,64.9,0,0,credit_card,individual,14000,36,10.41,454.45,B,B3,Feb-2018,Current,whole,Cash,12650.57,1809.7,1349.43,460.27,0.0
1096,book keeper,10.0,NY,RENT,95000.0,Not Verified,19.63,,,,0,47.0,1995,1,20,7,101680,84155,0,0,47.0,0,0,2,2,10.0,7,0.0,0,3,47700,10,5,4,3,85.0,0,0,debt_consolidation,individual,40000,36,9.43,1280.01,B,B1,Mar-2018,Current,whole,Cash,38061.06,2518.11,1938.94,579.17,0.0
1097,claims supervisor,9.0,KS,RENT,59000.0,Source Verified,10.2,,,,0,52.0,2004,0,11,6,21221,3103,0,0,128.0,0,876,4,0,,6,0.0,0,0,0,3,2,1,0,72.7,0,0,other,individual,5000,36,9.93,161.18,B,B2,Feb-2018,Current,whole,Cash,4514.8,641.96,485.2,156.76,0.0
1106,cto,8.0,MD,MORTGAGE,200000.0,Not Verified,16.26,,,,0,25.0,1998,2,27,15,756509,160421,0,0,,0,0,4,6,2.0,15,0.0,0,2,67000,12,9,4,3,92.6,0,0,major_purchase,individual,9500,36,6.07,289.31,A,A2,Mar-2018,Current,whole,Cash,8772.57,861.52,727.43,134.09,0.0
1133,,,SC,MORTGAGE,118000.0,Verified,16.08,,,,0,51.0,1977,2,33,18,241477,50209,0,0,,0,0,0,7,11.0,18,0.0,0,4,45000,25,16,11,3,97.0,0,0,credit_card,individual,40000,60,11.98,889.38,B,B5,Feb-2018,Current,whole,Cash,38010.26,3530.9,1989.74,1541.16,0.0
1134,vp & chief compliance officer,9.0,MA,MORTGAGE,232000.0,Source Verified,12.91,,,,0,25.0,1996,0,27,12,628042,109518,0,0,,0,0,6,1,17.0,12,0.0,0,3,64000,6,5,3,4,96.3,0,0,other,individual,16450,60,10.42,352.93,B,B3,Feb-2018,Current,whole,Cash,15599.25,1392.67,850.75,541.92,0.0
1138,captain,1.0,CA,RENT,82000.0,Not Verified,10.13,,,,0,58.0,2007,4,16,5,53140,36282,0,1,63.0,0,558,1,2,5.0,5,0.0,0,3,21600,13,4,3,0,53.3,0,1,credit_card,individual,7800,36,5.32,234.9,A,A1,Jan-2018,Current,fractional,DirectPay,6789.48,1172.19,1010.52,161.67,0.0
1139,sr network engineer,10.0,CA,MORTGAGE,78000.0,Not Verified,4.48,,,,0,65.0,1996,1,14,6,480400,7938,0,0,,0,0,1,3,4.0,6,0.0,0,3,20900,9,4,4,3,85.7,0,0,credit_card,individual,6000,36,6.08,182.75,A,A2,Feb-2018,Current,whole,Cash,5385.95,726.95,614.05,112.9,0.0
1155,senior systems analyst,6.0,WA,RENT,115000.0,Not Verified,9.71,,,,0,36.0,2012,1,19,13,96265,37068,0,0,,0,0,2,4,0.0,13,0.0,0,5,51600,15,11,5,0,94.7,0,0,debt_consolidation,individual,7200,36,10.9,235.38,B,B4,Mar-2018,Current,whole,Cash,6685.41,701.78,514.59,187.19,0.0
1160,registered nurse,10.0,KY,OWN,62000.0,Not Verified,13.16,,,,0,59.0,1997,1,28,11,55702,20410,0,0,67.0,0,3674,2,8,9.0,11,0.0,0,2,29000,18,9,5,1,85.7,0,0,debt_consolidation,individual,6000,36,9.92,193.38,B,B2,Mar-2018,Current,whole,Cash,5565.08,576.83,434.92,141.91,0.0
1172,purchasing agent i,0.0,MO,RENT,55000.0,Not Verified,16.78,,,,0,55.0,2004,4,51,24,89714,28759,0,3,55.0,0,0,1,11,0.0,23,0.0,0,6,45600,42,23,10,1,97.5,2,1,credit_card,individual,10000,36,6.07,304.54,A,A2,Feb-2018,Current,fractional,DirectPay,9234.27,928.8,765.73,163.07,0.0
1202,vp tech support andtraining,10.0,CA,MORTGAGE,110000.0,Not Verified,17.35,,,,0,79.0,2004,0,14,8,520668,53146,0,0,,0,0,3,5,17.0,8,0.0,0,1,22000,5,4,2,5,92.9,0,0,debt_consolidation,individual,17000,36,6.08,517.79,A,A2,Jan-2018,Current,whole,Cash,14819.73,2617.67,2180.27,437.4,0.0
1209,parts manager,10.0,KS,MORTGAGE,90000.0,Source Verified,15.71,,,,0,30.0,2004,2,15,14,184929,31335,0,0,32.0,0,0,2,9,2.0,14,0.0,0,8,22700,12,11,10,1,86.7,0,0,home_improvement,individual,11000,36,10.91,359.66,B,B4,Jan-2018,Current,whole,Cash,9677.91,1754.97,1322.09,432.88,0.0
1212,first level officer,9.0,MI,MORTGAGE,61000.0,Source Verified,11.82,,,,0,37.0,2003,3,21,5,123140,38968,0,0,,0,0,2,5,3.0,5,0.0,0,2,5800,7,2,2,2,90.5,0,0,credit_card,individual,2500,36,9.43,80.01,B,B1,Mar-2018,Current,whole,DirectPay,2378.8,158.71,121.2,37.51,0.0
1216,chief unified network communications brn,10.0,TX,MORTGAGE,109000.0,Not Verified,14.76,,,,0,57.0,1989,5,59,24,230050,24610,0,0,57.0,0,872,1,11,7.0,24,0.0,0,6,7500,49,22,14,3,72.9,0,0,house,individual,5000,36,10.42,162.33,B,B3,Jan-2018,Current,fractional,Cash,4395.02,808.76,604.98,203.78,0.0
1222,police officer,10.0,CA,MORTGAGE,209000.0,Source Verified,19.76,,,,0,52.0,1999,2,39,18,803161,137382,0,0,,0,0,4,7,8.0,18,0.0,0,6,45200,19,12,10,6,94.9,0,0,debt_consolidation,individual,24000,60,11.99,533.75,B,B5,Feb-2018,Fully Paid,whole,Cash,0.0,24763.8396579561,24000.0,763.84,0.0
1232,deli manager,4.0,NJ,RENT,75000.0,Verified,16.06,,,,0,69.0,2001,2,32,10,46334,34302,0,1,73.0,0,0,4,6,3.0,10,0.0,0,1,2500,20,6,5,0,77.8,0,1,moving,individual,3200,36,11.98,106.26,B,B5,Feb-2018,Current,whole,Cash,2974.83,316.65,225.17,91.48,0.0
1238,field supervisor,4.0,CA,RENT,55000.0,Not Verified,19.42,,,,0,57.0,2003,1,35,14,62148,33917,0,1,,0,0,2,10,5.0,12,0.0,0,3,11800,26,12,8,0,97.1,0,1,credit_card,individual,4000,36,11.98,132.82,B,B5,Feb-2018,Current,whole,Cash,3623.07,528.62,376.93,151.69,0.0
1252,maintenance ,10.0,TX,MORTGAGE,35000.0,Verified,8.95,90000.0,Source Verified,24.61,0,26.0,1979,0,34,12,212600,8766,0,0,,0,0,1,3,13.0,12,0.0,0,1,22900,24,10,3,2,97.1,0,0,debt_consolidation,joint,30000,60,11.99,667.19,B,B5,Jan-2018,Current,whole,Cash,28125.72,3315.97,1874.28,1441.69,0.0
1253,,,NC,RENT,24000.0,Source Verified,5.5,,,,0,35.0,2002,1,12,7,7800,1935,0,0,51.0,0,0,1,2,8.0,7,0.0,0,3,2100,9,6,3,1,75.0,0,0,debt_consolidation,individual,3600,36,7.97,112.77,A,A5,Jan-2018,Current,whole,Cash,3149.76,562.26,450.24,112.02,0.0
1257,loss recovery specialist ,7.0,CA,RENT,103000.0,Source Verified,6.58,,,,0,71.0,1987,3,37,8,124900,27381,0,0,,0,0,0,5,3.0,8,0.0,0,3,64700,26,8,5,0,97.2,0,0,other,individual,30000,36,7.35,931.13,A,A4,Feb-2018,Fully Paid,whole,Cash,0.0,30647.1253977201,30000.0,647.13,0.0
1259,purchasing assistance,4.0,FL,MORTGAGE,43000.0,Not Verified,16.33,,,,0,74.0,2002,4,28,11,48536,24868,0,1,,0,0,2,9,4.0,11,0.0,0,3,22100,21,9,4,0,95.7,0,1,debt_consolidation,individual,5000,36,10.9,163.46,B,B4,Mar-2018,Current,whole,Cash,4642.64,487.35,357.36,129.99,0.0
